"Hull","Name","Name (Hull)","Ship Alt Title","Ship Type","Class","UIC","Status","Fleet","Date Status Last Changed","Homeport","Maintenance Category","Berth","Force","Builder","Award Date","Commission Date","Keel Date","Inactivation Date","Launch Date","Decommission Date","Delivery Date","InService Date","Out Service Date","Stricken Date","Overall Length","Waterline Length","Extreme Beam","Waterline Beam","Max Navigational Draft","Draft Limit","Light Displacement","Full Displacement","Dead Weight","Hull Material","No. of Propellers","No. of Waterjets","Propulsion Type","Accommodations Officers","Accommodations Enlisted","Custodian","Planning Yard","Nuclear Planning Yard","Ships Program Manager","Comments","Last Updated"
"DD 863","STEINAKER","STEINAKER (DD 863)","(ex - DDR 863)","DESTROYER","DD 710","52163","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","02/24/1982","","","","","Bethlehem Steel Co., Shipbuilding Div.","","05/26/1945","09/01/1944","","02/13/1945","","05/26/1945","","","02/24/1982","","","","","","","","","","Steel hull, steel superstructure.","","","","","","MEXICO","","","","","12/28/2001"
"DD 644","STEMBEL","STEMBEL (DD 644)","","DESTROYER","DD 448","04044","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","01/01/1977","","","","","","","","","","","","","","","09/01/1975","","","","","","","","","","","","","","","","ARGENTINA","","","","","12/17/2001"
"DD 538","STEPHEN POTTER","STEPHEN POTTER (DD 538)","","DESTROYER","DD 448","04538","Disposed of, by Navy Sale","","11/01/1973","","","","","","","","","","","","","","","12/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"FFG 29","STEPHEN W GROVES","STEPHEN W GROVES (FFG 29)","","GUIDED MISSILE FRIGATE","FFG 7","21054","Disposed of by Dismantling (Scrapping/Recycling)","","11/22/2021","","","","","Bath Iron Works Corp.","01/23/1978","04/17/1982","09/16/1980","02/24/2012","04/04/1981","02/24/2012","03/05/1982","","","02/24/2012","445 ft","408 ft","47 ft","47 ft","26 ft","17 ft","3190 tons","4094 tons","904 tons","Steel hull, aluminum superstructure.","1","","Gas Turbines","17","198","","","","","International Shipbreaking Ltd in Brownsville, TX","12/15/2021"
"CG 31","STERETT","STERETT (CG 31)","(ex - DLG 31)","GUIDED MISSILE CRUISER","CG 26","52706","Disposed of by Dismantling (Scrapping/Recycling)","","11/30/2006","","","","","Naval Shipyard Puget Sound","09/20/1961","04/08/1967","09/25/1962","","06/30/1964","03/24/1994","06/16/1967","","","03/24/1994","547 ft","524 ft","55 ft","54 ft","30 ft","21 ft","6057 tons","8328 tons","2271 tons","Steel hull, aluminum superstructure.","2","","Steam Turbine","57","450","","","","","","12/12/2017"
"DDG 104","STERETT","USS STERETT (DDG 104)","","GUIDED MISSILE DESTROYER","DDG 51","23166","Active, in commission","U.S. PACIFIC FLEET","06/26/2008","SAN DIEGO, CA","","","Battle Force","Bath Iron Works Corp.","09/13/2002","08/09/2008","11/17/2005","","05/20/2007","","02/29/2008","","","","510 ft","471 ft","66 ft","59 ft","32 ft","23 ft","7134 tons","9515 tons","2381 tons","Steel hull, steel superstructure.","2","","Gas Turbines","30","282","US NAVY","General Dynamics Bath Iron Works","","PMS 407","USS STERETT, DDG 104 WAS COMMISSIONED WITHOUT CEREMONY ON 26 JUN 08 AND HER COMMISSIONING CEREMONY WAS HELD ON 9 AUG 08.","08/26/2021"
"DDG 63","STETHEM","USS STETHEM (DDG 63)","","GUIDED MISSILE DESTROYER","DDG 51","21825","Active, in commission","U.S. PACIFIC FLEET","10/21/1995","SAN DIEGO, CA","","","Battle Force","Ingalls Shipbuilding Corp.","02/22/1990","10/21/1995","05/11/1993","","06/17/1994","","07/24/1995","","","","505 ft","466 ft","66 ft","59 ft","32 ft","22 ft","6870 tons","8960 tons","2090 tons","Steel hull, steel superstructure.","2","","Gas Turbines","26","330","US NAVY","General Dynamics Bath Iron Works","","PMS 407","","08/26/2021"
"DD 479","STEVENS","STEVENS (DD 479)","","DESTROYER","DD 448","04479","Disposed of, by Navy Sale","","11/01/1973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","02/02/1999"
"DE 238","STEWART","STEWART (DE 238)","","ESCORT SHIP","DE 129","02938","Donated as a Museum and Memorial","","08/25/1973","","","","","Brown Shipbuilding Co.","01/18/1942","05/31/1943","07/15/1942","","11/22/1942","","05/31/1943","","","10/01/1972","306 ft","300 ft","37 ft","36 ft","14 ft","12 ft","1120 tons","1990 tons","870 tons","Steel hull, steel superstructure.","2","","","14","205","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","STEWART IS LOCATED AT THE SEAWOLF PARK, PELICAN ISLAND, GALVESTON, TX.","06/11/2002"
"DD 888","STICKELL","STICKELL (DD 888)","(ex - DDR 888)","DESTROYER","DD 710","","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","07/01/1972","","","","","Consolidated Steel Corp. of Texas","06/01/1943","10/31/1945","01/05/1945","","06/16/1945","","10/31/1945","","","07/01/1972","391 ft","383 ft","41 ft","41 ft","19 ft","","2425 tons","3550 tons","1125 tons","Steel hull, steel superstructure.","","","","","","GREECE","","","","","09/23/2009"
"DDG 106","STOCKDALE","USS STOCKDALE (DDG 106)","","GUIDED MISSILE DESTROYER","DDG 51","23163","Active, in commission","U.S. PACIFIC FLEET","04/18/2009","SAN DIEGO, CA","","","Battle Force","Bath Iron Works Corp.","09/13/2002","04/18/2009","08/10/2006","","02/24/2008","","09/30/2008","","","","510 ft","471 ft","66 ft","59 ft","32 ft","22 ft","7134 tons","9515 tons","2381 tons","Steel hull, steel superstructure.","2","","Gas Turbines","30","282","US NAVY","General Dynamics Bath Iron Works","","PMS 407","","08/26/2021"
"DE 399","STOCKDALE","STOCKDALE (DE 399)","","ESCORT SHIP","DE 129","53399","Disposed of in support of Fleet training exercise","","01/01/1974","","","","","","","","","","","","","","","07/01/1972","","","","","","","","","","","","","","","","US NAVY","","","","","01/02/2002"
"DD 683","STOCKHAM","STOCKHAM (DD 683)","","DESTROYER","DD 448","04283","Disposed of in support of Fleet training exercise","","02/01/1977","","","","","","","","","","","","","","","12/01/1974","","","","","","","","","","","","","","","","US NAVY","","","","","02/17/1999"
"DD 646","STOCKTON","STOCKTON (DD 646)","","DESTROYER","DD 423","04046","Disposed of, by Navy Sale","","05/01/1973","","","","","","","","","","","","","","","07/01/1971","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"DD 566","STODDARD","STODDARD (DD 566)","","DESTROYER","DD 448","04566","Disposed of in support of Fleet training exercise","","07/22/1997","","","","","SEATTLE TACOMA/S","09/09/1940","","03/10/1943","","11/19/1943","09/26/1969","04/15/1944","","","06/01/1975","376 ft","369 ft","40 ft","39 ft","18 ft","","","","","","2","","","24","309","US NAVY","","","","","12/18/2001"
"LST 1141","STONE COUNTY","STONE COUNTY (LST 1141)","","TANK LANDING SHIP","LST 542","58141","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","03/01/1979","","","","","","","","","","","","","","","08/15/1973","","","","","","","","","","","","","","","","THAILAND","","","","","12/31/2001"
"SSBN 634","STONEWALL JACKSON","STONEWALL JACKSON (SSBN 634)","","BALLISTIC MISSILE SUBMARINE (NUCLEAR-POWERED)","SSBN 627","05708","Disposed of by submarine recycling","","10/13/1995","","","","","Naval Shipyard Mare Island","07/21/1961","08/26/1964","07/04/1962","","11/30/1963","02/09/1995","08/26/1964","","","02/09/1995","425 ft","","","","","","6480 tons","","","Steel hull, steel superstructure.","","","Steam Turbine (Nuclear)","","","PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)","","","","","03/01/1999"
"DDG 55","STOUT","USS STOUT (DDG 55)","","GUIDED MISSILE DESTROYER","DDG 51","21685","Active, in commission","U.S. ATLANTIC FLEET","08/13/1994","NORFOLK, VA","","","Battle Force","Ingalls Shipbuilding Corp.","12/13/1988","08/13/1994","08/08/1991","","10/16/1992","","05/16/1994","","","","505 ft","466 ft","66 ft","59 ft","31 ft","22 ft","6810 tons","8960 tons","2150 tons","Steel hull, steel superstructure.","2","","Gas Turbines","26","330","US NAVY","General Dynamics Bath Iron Works","","PMS 407","","08/26/2021"
"DE 181","STRAUB","STRAUB (DE 181)","","ESCORT SHIP","DE 99","02881","Disposed of, by Navy Sale","","07/01/1974","","","","","","","","","","","","","","","08/01/1973","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/31/2001"
"DD 867","STRIBLING","STRIBLING (DD 867)","","DESTROYER","DD 710","52167","Disposed of in support of Fleet training exercise","","07/01/1980","","","","","","","","","","","","","","","07/01/1976","","","","","","","","","","","","","","","","US NAVY","","","","","03/13/2001"
"DER 333","STRICKLAND","STRICKLAND (DER 333)","(ex - DE 333)","RADAR PICKET ESCORT SHIP","DER 316","53333","Disposed of, by Navy Sale","","09/01/1974","","","","","","","","","","","","","","","12/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"DD 83","STRINGHAM","STRINGHAM (DD 83)","(ex - DESTROYER NO. 83, DD 83, APD 6)","DESTROYER","DD 75","","Disposed of by Dismantling (Scrapping/Recycling)","","03/29/1946","","","","","Fore River Engine Co.","12/26/1916","07/02/1918","09/19/1917","","03/30/1918","11/09/1945","07/02/1918","","","12/05/1945","314 ft","","31 ft","","9 ft","","","","","Steel hull, steel superstructure.","2","","","","","","","","","","12/12/2017"
"DD 758","STRONG","STRONG (DD 758)","","DESTROYER","DD 692","03858","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","10/01/1973","","","","","","","","","","","","","","","10/31/1973","","","","","","","","","","","","","","","","BRAZIL","","","","","12/31/2001"
"AKR 9205","STRONG VIRGINIAN","STRONG VIRGINIAN (AKR 9205)","(ex - SAINT MAGNUS, JOLLY INDACO)","VEHICLE CARGO SHIP","AKR 9205","22160","Disposed of by return to owner","","09/30/2002","","","","","","","","","","","","","","","","512 ft","","105 ft","","29 ft","","9849 tons","31390 tons","21541 tons","Steel hull, steel superstructure.","2","","Diesel Engines","","","","","","","","07/24/2006"
"DD 978","STUMP","STUMP (DD 978)","","DESTROYER","DD 963","20604","Disposed of in support of Fleet training exercise","","06/07/2006","","","","","Ingalls Shipbuilding Corp.","01/26/1972","08/19/1978","08/25/1975","","01/29/1977","10/22/2004","07/24/1978","","","10/22/2004","563 ft","529 ft","55 ft","55 ft","32 ft","23 ft","6636 tons","9063 tons","2427 tons","Steel hull, aluminum superstructure.","2","","Gas Turbines","31","320","US NAVY","","","","","06/12/2006"
"MSO 494","STURDY","STURDY (MSO 494)","(ex - AM 494)","MINESWEEPER,OCEAN","MSO 422","08152","Disposed of, by Navy Sale","","04/01/1978","","","","","","","","","","","","","","","09/01/1977","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/10/2001"
"SSN 637","STURGEON","STURGEON (SSN 637)","","SUBMARINE (NUCLEAR-POWERED)","SSN 637","05130","Disposed of by submarine recycling","","09/11/1995","","","","","General Dynamics Electric Boat","11/30/1961","03/03/1967","08/10/1963","","02/26/1966","08/01/1994","03/03/1967","","","08/01/1994","","","","","","","","","","","1","","Steam Turbine (Nuclear)","","","","","","","On 15 SEP 95 at the Naval Undersea Museum in Keyport, WA, a ceremony commemorated the transfer of the STURGEON's 55-ton sail from Puget Sound Naval Shipyard. The sail is now located in the museum parking lot.","12/05/2019"
"DER 239","STURTEVANT","STURTEVANT (DER 239)","(ex - DE 239)","RADAR PICKET ESCORT SHIP","DER 386","02939","Disposed of, by Navy Sale","","09/01/1973","","","","","","","","","","","","","","","12/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"AO 49","SUAMICO","SUAMICO (AO 49)","(ex - MC 319)","FLEET REPLENISHMENT OILER","AO 49","04899","Disposed of by MARAD sale","","01/22/1975","","","","","","","","","","","","","","","11/15/1974","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","08/16/2016"
"LST 1173","SUFFOLK COUNTY","SUFFOLK COUNTY (LST 1173)","","TANK LANDING SHIP","LST 1171","58173","Disposed of by Navy title transfer to the Maritime Administration","","04/15/1992","","","","","Naval Shipyard Boston","08/11/1954","08/15/1957","07/15/1955","","09/05/1956","","09/15/1957","","","","","","","","","","","","","","","","Diesel","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","06/11/2002"
"YDT 15","SUITLAND","SUITLAND (YDT 15)","(ex - YF 336)","DIVING TENDER (S-P)","YDT 14","18836","Disposed of by transfer to other Government Agencies, States. Schools, Sea Scouts, etc.","","05/04/1999","","","","","Erie Concrete & Steel Supply Co.","03/01/1942","","07/01/1942","","10/01/1942","","04/01/1943","","","05/17/1999","133 ft","130 ft","31 ft","30 ft","8 ft","6 ft","300 tons","650 tons","350 tons","Steel hull, steel superstructure.","2","","","","11","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","06/29/2000"
"LST 1148","SUMMER COUNTY","SUMMER COUNTY (LST 1148)","","TANK LANDING SHIP","LST 542","58148","Disposed of, by Navy Sale","","08/01/1975","","","","","","","","","","","","","","","09/15/1974","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/28/2001"
"LST 1146","SUMMIT COUNTY","SUMMIT COUNTY (LST 1146)","","TANK LANDING SHIP","LST 542","58146","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","02/01/1977","","","","","","","","","","","","","","","11/01/1976","","","","","","","","","","","","","","","","ECUADOR","","","","","12/11/2001"
"AGS 61","SUMNER","SUMNER (AGS 61)","","SURVEYING SHIP","AGS 60","21905","Disposed of through Inter or Intra Agency Transfer","","11/24/2014","","","","","Halter Marine Inc.","01/30/1991","","11/18/1992","","02/28/1994","","05/29/1995","","","08/29/2014","329 ft","","58 ft","","19 ft","","3019 tons","5000 tons","1981 tons","Steel hull, steel superstructure.","2","","Diesel Electric","","","","","","","","12/12/2017"
"LST 1181","SUMTER","SUMTER (LST 1181)","","TANK LANDING SHIP","LST 1179","20020","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","09/29/2000","","","","","Naval Shipyard Philadelphia","12/29/1965","06/20/1970","11/14/1967","","12/13/1969","09/30/1993","08/01/1970","","","07/23/2002","522 ft","500 ft","70 ft","70 ft","19 ft","19 ft","5212 tons","8815 tons","3603 tons","Steel hull, aluminum superstructure.","2","","Diesel Engines","17","246","TAIWAN","","","","","08/26/2002"
"ASR 15","SUNBIRD","SUNBIRD (ASR 15)","","SUBMARINE RESCUE SHIP","ASR 7","04714","Disposed of by Navy title transfer to the Maritime Administration","","05/01/1999","","","","","SAVANNAH MACHINE & FOUNDRY CO","05/04/1944","06/23/1950","04/02/1945","","04/03/1946","09/30/1993","12/01/1946","","","11/02/1993","252 ft","240 ft","44 ft","42 ft","23 ft","17 ft","1707 tons","2196 tons","489 tons","Steel hull, steel superstructure.","1","","Diesel Electric","10","98","","","","","BAY BRIDGE ENTERPRIZES, LLC, CHESAPEAKE, VA WAS AWARDED A CONTRACT FOR THE DISMANTLING AND RECYCLING OF THE ASR-15, EX-SUNBIRD ON 21 JUL 05.","09/01/2005"
"SSN 649","SUNFISH","SUNFISH (SSN 649)","","SUBMARINE (NUCLEAR-POWERED)","SSN 637","05136","Disposed of by submarine recycling","","10/31/1997","","","","","General Dynamics Electric Boat","03/26/1963","03/15/1969","01/15/1965","","10/14/1966","03/31/1997","03/15/1969","","","03/31/1997","289 ft","","32 ft","","29 ft","","4035 tons","4326 tons","291 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","14","95","","","","","","12/05/2019"
"AGM 5","SUNNYVALE","SUNNYVALE (AGM 5)","(ex - AK 256)","MISSILE RANGE INSTRUMENTATION SHIP","AGM 3","01883","Disposed of by MARAD sale","","07/17/1975","","","","","","","","","","","","","","","12/15/1974","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","12/28/2001"
"MSF 311","SUPERIOR","SUPERIOR (MSF 311)","(ex - AM 311)","MINESWEEPER, FLEET STEEL HULLED","MSF 311","07811","Disposed of, by Navy Sale","","07/01/1975","","","","","","","","","","","","","","","07/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"T-AOE 6","SUPPLY","USNS SUPPLY (T-AOE 6)","","FAST COMBAT SUPPORT SHIP","AOE 6","21839","Military Sealift Command (MSC) Naval Fleet Auxiliary Force","","07/13/2001","","","","Support Force","General Dynamics, National Steel & Shipbuilding Corp.","01/22/1987","02/26/1994","02/24/1989","","10/06/1990","07/13/2001","01/31/1994","","","","754 ft","730 ft","107 ft","107 ft","38 ft","41 ft","20840 tons","48603 tons","27763 tons","Steel hull, steel superstructure.","2","","Gas Turbines","51","125","MILITARY SEALIFT COMMAND","Military Sealift Command","","MSC","AOE 6 WAS DECOMMISSIONED ON 7/13/2001 AND WAS PLACED IN SERVICE BY MILITARY SEALIFT COMMAND (MSC) ON 7/13/2001.","03/06/2020"
"ADG 383","SURFBIRD","SURFBIRD (ADG 383)","(ex - MSF 383)","DEGAUSSING SHIP","ADG 383","07883","Disposed of, by Navy Sale","","12/01/1975","","","","","","","","","","","","","","","02/21/1975","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/28/2001"
"AE 21","SURIBACHI","SURIBACHI (AE 21)","","AMMUNITION SHIP","AE 21","08821","Disposed of by Navy title transfer to the Maritime Administration","","03/31/2000","","","","","Bethlehem Steel Corp.","06/04/1954","11/17/1956","01/31/1955","","11/02/1955","12/02/1994","11/01/1956","","","12/12/1996","511 ft","486 ft","72 ft","72 ft","28 ft","29 ft","9758 tons","15688 tons","5930 tons","Steel hull, steel superstructure.","1","","Steam Turbines","20","324","","","","","MARAD SOLD SURIBACHI, AE 21 ON 8 JUN 09 TO INTERNATIONAL SHIPBREAKING LTD OF BROWNSVILLE, TX FOR SHIP RECYCLING.","06/11/2009"
"PG 97","SURPRISE","SURPRISE (PG 97)","(ex - PGM 97)","PATROL COMBATANT","PG 92","20090","Disposed of through the Security Assistance Program (SAP), transferred, Foreign Assistance Act (FAA) Section 516, Southern Region Amendment","","08/17/1987","","","","","Peterson Builders Inc.","07/26/1966","","05/24/1968","","","","","","","08/06/1987","","","","","","","","","","","","","Diesel","","","TURKEY","","","","","07/05/2000"
"PC 1149","SUSANVILLE","SUSANVILLE (PC 1149)","","PATROL COASTAL","PC 553","06649","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","05/01/1976","","","","","","","","","","","","","","","04/15/1976","","","","","","","","","","","","","","","","TAIWAN","","","","","12/28/2001"
"AOT 185","SUSQUEHANNA","SUSQUEHANNA (AOT 185)","(ex - AO 185)","TRANSPORT OILER","AOT 182","21140","Disposed of by return to owner","","05/01/1984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","09/11/2000"
"AFDM 7","SUSTAIN","SUSTAIN (AFDM 7)","(ex - YFD 63)","MEDIUM AUXILIARY FLOATING DRY DOCK (N-S-P)","AFDM 3","13863","Disposed of by Legislative Navy Sale","","02/29/2008","","","","","Everett Marine Ways Inc.","","","","","","","01/01/1945","","","01/30/2007","622 ft","","124 ft","","6 ft","","8000 tons","","","Steel hull, steel superstructure.","","","","4","139","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","SUSTAIN, AFDM 7 WAS TRANSFERRED/SOLD TO ATLANTIC MARINE, JACKSONVILLE, FL ON 29 FEB 08.","03/25/2009"
"LST 1150","SUTTER COUNTY","SUTTER COUNTY (LST 1150)","","TANK LANDING SHIP","LST 542","58150","Disposed of, by Navy Sale","","11/01/1975","","","","","","","","","","","","","","","09/15/1974","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/28/2001"
"DE 771","SUTTON","SUTTON (DE 771)","","ESCORT SHIP","DE 99","53771","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","11/01/1974","","","","","","","","","","","","","","","11/15/1974","","","","","","","","","","","","","","","","KOREA","","","","","12/28/2001"
"MSCO 36","SWALLOW","SWALLOW (MSCO 36)","(ex - AMS 36)","MINESWEEPER COASTAL, OLD","","06916","Disposed of, by Navy Sale","","05/01/1968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","08/29/2000"
"DE 248","SWASEY","SWASEY (DE 248)","","ESCORT SHIP","DE 129","02948","Disposed of, by Navy Sale","","04/01/1974","","","","","","","","","","","","","","","11/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"MSF 120","SWAY","SWAY (MSF 120)","(ex - AM 120)","MINESWEEPER, FLEET STEEL HULLED","MSF 100","07620","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","02/01/1973","","","","","","","","","","","","","","","07/01/1972","","","","","","","","","","","","","","","","MEXICO","","","","","01/02/2002"
"DE 394","SWENNING","SWENNING (DE 394)","","ESCORT SHIP","DE 129","53394","Disposed of, by Navy Sale","","01/01/1974","","","","","","","","","","","","","","","07/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"MSO 495","SWERVE","SWERVE (MSO 495)","(ex - AM 495)","MINESWEEPER,OCEAN","MSO 422","08153","Disposed of, by Navy Sale","","02/01/1978","","","","","","","","","","","","","","","09/01/1977","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","09/30/2004"
"MSF 122","SWIFT","SWIFT (MSF 122)","(ex - AM 122)","MINESWEEPER, FLEET STEEL HULLED","MSF 100","07622","Disposed of, by Navy Sale","","04/01/1974","","","","","","","","","","","","","","","07/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
